Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
2957,6,0.3335,5.003,51.30,0.07324,0.531907,"Q9ULJ8 Q0ZGT2 Q9ULC0 Q3SXR2 P07320 P0CL85"
2958,4,0.3275,1.965,49.59,0.03299,0.903035,"Q9UGI8 Q9UJA3 Q0VFX4 Q6P589"
2959,5,0.3022,3.022,39.63,0.05740,0.851865,"Q9UBS3 Q9NYK1 Q9NZM6 Q92629 Q9H112"
2960,10,0.3088,13.90,280.2,0.04423,0.998899,"Q96EY8 P13804 Q6ZMR3 O75390 P38117 Q16836 Q96I99 Q9UBQ7 P07339 O75952"
2961,5,0.3476,3.476,40.45,0.06447,0.851865,"P00966 Q14914 P55263 Q8N0V4 P40261"
2962,4,0.3364,2.018,8.060,0.1117,0.332503,"Q5T2N8 Q9NZC3 Q96LI9 P49639"
2963,4,0.3009,1.805,48.18,0.03114,0.903035,"O96008 P00390 Q9BUF5 P19827"
2964,4,0.3420,2.052,101.4,0.01841,0.943824,"Q86V59 Q96IR2 Q9UHA3 Q7Z7L9"
2965,13,0.3021,23.57,241.4,0.08100,0.997603,"P07954 Q96EP5 P32119 P29401 P00966 O00625 P30626 O43464 Q8WUM4 Q9HC38 Q9NR45 P00390 Q96IU4"
2966,7,0.3233,6.790,91.74,0.06034,0.951651,"Q12860 P34925 Q4KMG0 Q9UN70 Q3KPI0 Q01973 Q8IWK6"
2967,3,0.3672,1.102,9.433,0.06662,0.985452,"Q9NQ33 P47928 P17542"
2968,86,0.3015,1102,5911,0.1534,0.995360,"Q13586 P50402 Q9HBM0 P78310 Q8N144 Q96RD7 P20338 P51151 Q8WXH0 Q9H2F3 Q8N5G2 O95292 Q9P2W7 Q9H8H3 P42166 Q9H6L5 O95210 Q99442 P49069 Q9BUN8 Q86Y07 Q8NBQ5 Q8N511 P04844 Q9NR77 Q96AG4 P20700 Q9P246 O75410 Q9Y2U8 Q14739 Q96S66 P49257 O15173 Q92575 Q8TCJ2 Q12846 P05556 Q96RQ1 Q969X5 P51572 P11712 Q00765 P04843 P43307 O14983 O60503 P18031 O00264 Q07065 Q15738 Q5HYI8 Q86XL3 Q9UBM7 Q8TCT9 Q99943 P08240 Q9H3P7 Q86UL3 P11717 P16435 P55011 Q9Y2H6 Q8WXF7 Q9BSJ8 Q8NFQ8 Q53EU6 O75915 Q9H2M9 Q9HCU5 Q92543 Q5VV42 Q9HAD4 Q8IWB9 Q96HY6 Q96SK2 Q8WUX9 Q8NEN9 Q9Y679 O60858 P20020 O95573 Q9NXE4 Q9H2J7 P84157 Q86YN1"
2969,6,0.3001,4.501,78.47,0.04740,0.977336,"Q2TBC4 P15170 Q8IYD1 Q9Y3I0 Q6UB28 Q8IWL3"
2970,5,0.3194,3.194,124.3,0.02323,0.0712283,"Q5JX71 Q9NRC9 Q9H3T2 Q86WK9 Q7Z7B8"
2971,6,0.3096,4.643,66.78,0.05566,0.935897,"Q9H2S6 O60238 Q12983 Q9BXN2 Q9H1V8 Q07075"
2972,4,0.3627,2.176,213.7,0.009720,0.903035,"O60762 P50222 P20645 Q9NPA2"
2973,4,0.3182,1.909,214.0,0.008528,0.903035,"O60762 P50222 P20645 Q15147"
2974,4,0.3476,2.085,213.8,0.009315,0.903035,"O60762 P50222 P20645 Q6IMN6"
2975,4,0.3590,2.154,213.7,0.009621,0.903035,"O60762 P50222 P20645 Q9H7X0"
2976,4,0.3556,2.134,213.8,0.009530,0.903035,"O60762 P50222 P20645 Q8IZF3"
2977,4,0.3255,1.953,213.9,0.008723,0.903035,"O60762 P50222 P20645 P52823"
2978,4,0.3380,2.028,213.9,0.009058,0.903035,"O60762 P50222 P20645 Q8TBZ9"
2979,4,0.3320,1.992,213.9,0.008898,0.903035,"O60762 P50222 P20645 P07988"
2980,4,0.3364,2.019,213.9,0.009016,0.903035,"O60762 P50222 P20645 P01236"
2981,4,0.3383,2.030,213.9,0.009067,0.903035,"O60762 P50222 P20645 Q86Y39"
2982,4,0.3122,1.873,214.0,0.008367,0.903035,"O60762 P50222 P20645 Q8N4B4"
2983,4,0.3594,2.157,213.7,0.009633,0.903035,"O60762 P50222 P20645 Q8NFP0"
2984,4,0.3428,2.057,213.8,0.009187,0.903035,"O60762 P50222 P20645 Q8N5Q1"
2985,4,0.3204,1.922,214.0,0.008585,0.903035,"O60762 P50222 P20645 Q3KRA6"
2986,4,0.3331,1.998,213.9,0.008926,0.903035,"O60762 P50222 P20645 Q96NJ5"
2987,5,0.3117,3.117,217.7,0.01351,0.952654,"O60762 P50222 P20645 O60909 Q68DY9"
2988,5,0.3009,3.009,217.8,0.01304,0.952654,"O60762 P50222 P20645 O60909 A4GXA9"
2989,5,0.3052,3.052,217.8,0.01322,0.952654,"O60762 P50222 P20645 O60909 Q8NHB8"
2990,4,0.3451,2.070,213.8,0.009247,0.903035,"O60762 P50222 P20645 P56180"
2991,4,0.3064,1.839,79.17,0.02066,0.903035,"Q13526 Q9BTY2 Q16649 O75553"
2992,4,0.3274,1.964,16.79,0.07344,0.557383,"P54253 Q96RD6 Q96NZ1 Q9UPU3"
2993,4,0.3185,1.911,46.75,0.03372,0.557383,"Q8N9N5 Q96RD6 Q9BQI9 O75747"
2994,4,0.3062,1.837,46.83,0.03242,0.557383,"Q8N9N5 Q96RD6 Q9BQI9 P22557"
2995,4,0.3320,1.992,62.77,0.02738,0.150261,"P11912 Q7Z3Q1 P08100 Q5VWC8"
2996,5,0.3148,3.148,219.7,0.01352,0.798302,"Q96HA8 P35609 P28222 P28074 Q93099"
2997,5,0.3140,3.140,219.7,0.01348,0.798302,"Q96HA8 P35609 P28222 P28074 Q5TYM5"
2998,4,0.3409,2.045,28.99,0.05239,0.442275,"O43711 Q14390 Q9Y458 Q7Z444"
2999,5,0.3064,3.064,124.9,0.02220,0.264810,"Q8TBB1 Q8IYT4 Q96M61 Q969R2 Q6P3S1"
3000,5,0.3109,3.109,124.9,0.02253,0.264810,"Q8TBB1 Q96M61 Q495X7 Q969R2 Q6P3S1"
3001,4,0.3200,1.920,58.07,0.02824,0.667497,"Q4G0S7 Q16543 Q8WU08 A1A4S6"
3002,5,0.3091,3.091,43.75,0.05438,0.993907,"Q12951 Q9NXR5 Q96D98 P0C870 P15289"
3003,6,0.3135,4.703,94.94,0.04212,0.913257,"Q8IWL8 Q92734 Q9UBV8 Q71SY5 Q9NQ38 Q9H694"
3004,27,0.3020,106.0,535.1,0.1525,0.995726,"A5D8V6 Q9Y2Y4 Q9H0E2 Q96K80 P14859 Q92567 P15822 Q96G42 P86481 P86496 P86480 P86479 P86478 Q6NXG1 Q93062 Q8N7U7 Q6ZRY4 Q15038 Q8IUQ4 Q01085 Q9BZC1 Q9BTD8 Q9BQY4 Q6RSH7 Q8IZ20 P28360 Q9NUK0"
3005,7,0.3013,6.327,214.2,0.02698,0.985079,"O14964 O75886 A1E959 Q96CS7 Q71SY5 Q96LM9 Q8NDH6"
3006,9,0.3022,10.88,212.7,0.04504,0.993291,"Q9UHD9 Q6ICB0 Q6P1W5 Q96CS7 P0CG48 Q8N6M9 Q9H305 P80098 P05814"
3007,9,0.3004,10.81,212.7,0.04477,0.993291,"Q9UHD9 Q6ICB0 Q6P1W5 Q96CS7 P0CG48 Q8N6M9 Q9H305 Q9H1Z8 P05814"
3008,9,0.3002,10.81,212.7,0.04474,0.993291,"Q9UHD9 Q6ICB0 Q6P1W5 Q96CS7 P0CG48 Q8N6M9 Q9H305 P05814 Q9BVW6"
3009,9,0.3001,10.80,212.7,0.04473,0.993291,"Q9UHD9 Q6ICB0 Q6P1W5 Q96CS7 P0CG48 Q8N6M9 Q9H305 P05814 O15072"
3010,14,0.1980,18.02,347.8,0.04575,0.943785,"Q9UHD9 Q92567 Q6P1W5 Q15038 Q96CS7 Q9BSL1 P62979 P0CG48 Q8N6M9 P05814 Q96PX8 Q8IUB3 Q4G0G5 P0C7M6"
3011,9,0.3003,10.81,212.7,0.04476,0.993291,"Q9UHD9 Q6ICB0 Q6P1W5 Q96CS7 P0CG48 Q8N6M9 Q9H305 P05814 Q6UWE3"
3012,4,0.3019,1.812,71.92,0.02216,0.903035,"Q8IYX3 Q13077 Q13115 Q8TBZ5"
3013,25,0.3003,90.08,1095,0.07292,1.00000,"Q52LG2 P59991 Q08117 Q9BVN2 Q3LI72 Q9HBE1 Q9Y2Y4 P61236 Q03989 Q9BYR6 P32242 Q3LI76 Q3LI66 Q8IZ26 Q93062 Q96LM6 Q16633 A8MV65 Q15915 Q3SYF9 Q9BQY4 Q99697 Q5JUK2 Q13485 Q9UM63"
3014,4,0.3162,1.897,102.9,0.01682,0.903035,"Q99471 Q9UQR1 Q9H2A3 Q9HAC7"
3015,5,0.3241,3.241,109.8,0.02634,0.952654,"Q13625 Q7Z6J0 Q5VVQ6 Q96QH2 Q93079"
3016,24,0.3038,83.84,1435,0.05350,0.999999,"Q8TAP4 Q9NYB9 P25800 Q8NI38 Q63ZY3 O75934 Q9NQX0 Q9BYV2 O95678 Q08379 Q9H0I2 P61968 P25791 Q8IYX8 Q9UPQ4 A8K0Z3 Q6ZSJ9 Q9UJ70 Q8TDR4 Q8TDC0 P81877 Q96PN8 Q8WXK1 Q5THR3"
3017,11,0.3084,16.96,123.9,0.1042,0.942483,"P15923 Q99081 Q02535 Q96RJ6 P15884 P61296 A6NI15 Q6XD76 Q16559 Q02363 Q8WVJ9"
3018,6,0.3292,4.938,189.4,0.02393,0.977336,"O00560 Q02535 A1E959 Q14919 P15884 Q5VTY9"
3019,5,0.3003,3.003,146.7,0.01881,0.952654,"O00463 O00560 A1E959 Q14919 P51636"
3020,10,0.3325,14.96,146.0,0.08269,0.994335,"Q96BD5 O95863 Q14687 Q9NP66 Q9UKL0 Q9P0W2 Q8TEW6 Q01538 O75971 P47211"
3021,5,0.3064,3.064,171.9,0.01657,0.952654,"Q9UPZ6 P21964 Q71RG4 Q13520 Q6ZNB7"
3022,18,0.2840,43.46,346.1,0.1021,0.888419,"Q9NRD5 Q5T7W7 Q9BWG4 Q9BWW4 Q9NQ69 Q969G2 Q9UPM6 Q86U70 P81877 Q96A47 Q9BXS1 Q9BV90 P55083 P48742 Q9BPY8 Q7RTV5 O60663 P61371"
3023,6,0.3094,4.641,216.8,0.01988,0.712413,"Q14192 A0PJW8 Q9H2X6 O94993 Q9NRR8 O94916"
3024,8,0.3057,8.559,298.2,0.02652,0.966959,"Q13643 O75031 A8MYP8 Q9C0I3 Q9NQ75 Q13671 O95755 Q7Z6G8"
3025,8,0.3029,8.482,298.3,0.02628,0.966959,"Q13643 O75031 A8MYP8 Q9C0I3 Q9NQ75 Q13671 Q7L7L0 Q7Z6G8"
3026,4,0.3338,2.003,66.17,0.02629,0.903035,"O15075 Q5JST6 Q12774 Q8IY82"
3027,5,0.3277,3.277,89.04,0.03203,0.0712283,"Q9NR12 Q8NFT8 Q8IYM2 Q9Y603 Q96M02"
3028,5,0.3029,3.029,113.2,0.02400,0.952654,"O00463 Q96PC2 Q8N720 Q13541 Q6P988"
3029,5,0.3338,3.338,82.90,0.03469,0.661948,"P05121 O43765 Q9HCQ7 Q9UBC7 Q99972"
3030,5,0.3351,3.351,82.88,0.03482,0.661948,"P05121 O43765 Q9HCQ7 Q9UBC7 O75509"
3031,5,0.3395,3.395,82.84,0.03528,0.661948,"P05121 O43765 Q9HCQ7 Q9UBC7 Q96PD5"
3032,5,0.3334,3.334,82.90,0.03464,0.661948,"P05121 O43765 Q9HCQ7 Q9UBC7 Q5DT21"
3033,5,0.3393,3.393,82.84,0.03526,0.661948,"P05121 O43765 Q9HCQ7 Q9UBC7 E0CX11"
3034,5,0.3157,3.157,136.6,0.02107,0.582734,"Q07627 Q5T681 Q8WUT4 Q01629 A6ND48"
3035,5,0.3002,3.002,133.5,0.02049,0.798302,"Q8IUG1 O95886 Q2NKX9 P48039 Q9UBD3"
3036,4,0.3375,2.025,169.5,0.01128,0.843839,"Q5BVD1 Q12908 Q96LB0 Q9H0V1"
3037,4,0.3104,1.862,169.7,0.01037,0.903035,"Q5BVD1 Q12908 O43174 Q9H0V1"
3038,4,0.3513,2.108,169.4,0.01174,0.843839,"Q5BVD1 Q12908 Q8WWZ7 Q9H0V1"
3039,10,0.3137,14.12,163.4,0.07146,0.967989,"P54619 P54646 Q9P246 Q96CG3 Q9NPA3 Q9Y478 Q13131 Q96SD1 O14627 Q9UGJ0"
3040,5,0.3054,3.054,67.75,0.03779,0.952654,"Q96MV8 O60831 Q8IX19 P41586 Q8N8F7"
3041,4,0.3272,1.963,40.48,0.03892,0.843839,"Q5J8X5 Q96PB8 Q9H8M9 O76090"
3042,8,0.3078,8.618,239.8,0.03260,0.999026,"Q96D03 Q8IWB6 P61758 Q9UBY9 Q9UBI6 P21333 Q9NP98 Q9NQP4"
3043,6,0.3209,4.813,113.9,0.03682,0.977336,"P51116 Q9BU76 Q8IVW4 P51114 Q96QH2 Q7Z4N2"
3044,6,0.3005,4.507,112.2,0.03501,0.967224,"P26678 P48165 Q9NWC5 Q9GZW8 Q969I6 Q15849"
3045,8,0.3035,8.499,208.0,0.03655,0.973985,"Q9HD20 P55061 Q8TDV0 Q9NQG1 Q7RTS6 Q86WB7 P48165 Q9BPV8"
3046,4,0.3319,1.992,90.81,0.01976,0.843839,"Q96EQ0 P01229 Q9BT88 O75631"
3047,4,0.3195,1.917,90.89,0.01902,0.843839,"Q96EQ0 P01229 Q9BT88 P49767"
3048,4,0.3471,2.083,57.96,0.03061,0.764757,"O95994 Q9UIG4 O95843 P82980"
3049,4,0.3348,2.009,58.03,0.02952,0.843839,"O95994 Q9UIG4 O95843 P28906"
3050,4,0.3249,1.949,77.63,0.02226,0.843839,"P62328 Q9Y2V7 Q16527 Q5T4T6"
3051,4,0.3005,1.803,47.84,0.03127,0.557725,"Q6NX45 P13994 P51124 Q96NJ6"
3052,4,0.3456,2.074,56.98,0.03092,0.903035,"Q3LI64 A6NFD8 Q8NEA6 Q13087"
3053,7,0.3310,6.950,162.1,0.03797,0.989275,"Q5T749 Q14112 Q9NRQ2 Q16348 P10745 P23141 Q9NZC4"
3054,5,0.3081,3.081,82.74,0.03215,0.336168,"P60409 Q08AG5 Q96SZ4 Q9Y2P7 Q5HYK9"
3055,6,0.3005,4.507,195.6,0.02125,0.977336,"Q9Y282 Q8IVJ1 O14843 Q9Y548 Q96B49 Q6UXD7"
3056,11,0.3097,17.03,323.3,0.04701,0.999354,"P60201 Q8TBM7 O43315 P30301 Q9GZY8 Q8TAF8 Q4LDR2 Q99437 Q9BZJ8 Q86Y34 P01906"
3057,5,0.3010,3.010,80.89,0.03206,0.952654,"Q9BT49 Q96A72 P17023 Q9HCL3 Q9HBF4"
3058,7,0.3005,6.310,229.8,0.02523,0.989275,"Q7Z3Y8 P37198 Q7Z3B4 Q7Z3E2 Q6W0C5 Q9BV73 Q8TD35"
3059,4,0.3169,1.901,51.85,0.03079,0.903035,"Q02447 Q96BD5 Q96JM7 Q5VXD3"
3060,6,0.3008,4.512,93.40,0.04105,0.953652,"Q9BSE2 Q9BXN2 Q8TBE3 Q8N0V5 Q92935 Q7Z7B7"
3061,4,0.3133,1.880,57.58,0.02787,0.903035,"O15169 Q13136 Q15172 Q8N118"
3062,4,0.3052,1.831,31.00,0.04485,0.764757,"O60664 Q9Y6X2 Q9UK76 O76070"
3063,6,0.3050,4.575,251.0,0.01710,0.977336,"Q5JXX7 O00232 O43765 Q02747 Q8NG35 Q9NRR5"
3064,5,0.3590,3.590,41.72,0.06491,0.734565,"Q8IUB9 Q9UBV8 Q9Y5R4 Q9H310 Q4G0P3"
3065,5,0.3039,3.039,104.2,0.02593,0.952654,"Q3SY00 P62328 Q8TAS1 Q4VC12 Q05469"
3066,4,0.3003,1.802,35.05,0.04017,0.667497,"Q9BSL1 Q9NWF9 P55042 Q09327"
3067,3,0.4522,1.357,11.42,0.07224,0.808633,"Q96EQ8 O14933 Q8IVU3"
3068,7,0.3002,6.305,183.9,0.03087,0.989275,"P78424 Q9UKD1 Q5W5X9 Q86UV7 Q9NZV7 Q8TF68 P78367"
3069,7,0.3003,6.306,183.9,0.03087,0.989275,"P78424 Q9UKD1 Q5W5X9 Q86UV7 Q9NZV7 Q8TF68 P78413"
3070,4,0.3161,1.896,40.06,0.03796,0.903035,"Q9Y2K6 Q2I0M5 P58304 Q8N8I0"
3071,4,0.3063,1.838,53.06,0.02922,0.332503,"Q92624 Q8N6F7 P35523 P22760"
3072,4,0.3318,1.991,52.52,0.03185,0.156161,"Q92624 Q8N6F7 Q9NS82 Q13536"
3073,4,0.3195,1.917,52.98,0.03048,0.332503,"Q92624 Q8N6F7 P35523 Q17RW2"
3074,4,0.3457,2.074,52.44,0.03318,0.156161,"Q92624 Q8N6F7 Q13536 Q96QV1"
3075,8,0.3151,8.823,140.0,0.05353,0.993206,"Q96EC8 Q9NP94 Q9Y548 Q9NYZ1 P34972 P34981 O95867 Q9P055"
3076,4,0.3348,2.009,68.43,0.02561,0.764757,"Q8IXB3 Q9Y5X5 Q7Z2H8 P56749"
3077,4,0.3347,2.008,68.43,0.02560,0.764757,"Q8IXB3 Q9Y5X5 Q7Z2H8 Q08AI6"
3078,4,0.3406,2.044,68.39,0.02606,0.764757,"Q8IXB3 Q9Y5X5 Q7Z2H8 P51679"
3079,5,0.3120,3.120,48.52,0.05061,0.952654,"P56748 Q9BZL3 Q6ZS10 Q96FA3 O15245"
3080,4,0.3543,2.126,43.50,0.03965,0.903035,"Q07866 O60296 O14977 Q86WG3"
3081,7,0.3235,6.793,155.2,0.03861,0.989275,"Q13021 Q9Y6M4 Q7L9B9 P18827 P78368 Q13324 Q9HCP0"
3082,8,0.3012,8.434,157.4,0.04639,0.988026,"Q9UNK0 Q99747 P49675 P54920 Q8NFX7 Q496F6 Q16558 O60256"
3083,4,0.3136,1.882,49.99,0.03142,0.442617,"Q14696 Q5T1N1 Q6DHV7 Q6ZR52"
3084,7,0.3034,6.371,189.4,0.03037,0.951651,"Q96MT8 O76041 Q8WXW3 Q15027 Q9NYA3 Q15154 Q9ULE4"
3085,5,0.3119,3.119,74.53,0.03558,0.928164,"Q8N0S2 Q5TZA2 Q9UBC2 Q494V2 Q5T0U0"
3086,4,0.3404,2.043,44.43,0.03750,0.764757,"Q9H0Q3 Q8N4V2 Q8NCL9 Q5TYX0"
3087,4,0.3065,1.839,50.38,0.03054,0.903035,"Q9UEG4 Q9UKI8 Q6PK81 Q14541"
3088,4,0.3262,1.957,28.78,0.05053,0.843839,"P50548 P43268 P47710 Q96FB5"
3089,5,0.3414,3.414,116.2,0.02634,0.952654,"Q9BTV4 Q6Q788 Q96ER3 Q9BQE4 Q9Y2A4"
3090,4,0.3250,1.950,44.52,0.03580,0.764757,"P21145 A2RRL7 Q96FX8 Q8N539"
3091,4,0.3249,1.949,44.52,0.03579,0.764757,"P21145 A2RRL7 Q96FX8 Q9HBL6"
3092,4,0.3147,1.888,44.58,0.03467,0.764757,"P21145 A2RRL7 Q96FX8 Q86YT9"
3093,4,0.3325,1.995,44.48,0.03663,0.764757,"P21145 A2RRL7 Q96FX8 Q6UXU4"
3094,5,0.3079,3.079,62.86,0.04055,0.582734,"P05090 Q96QD5 Q8NBJ7 P46089 Q96A29"
3095,13,0.3076,23.99,723.5,0.03102,0.999756,"Q8IWU4 Q9BTX3 P63027 O14523 Q9BRK0 Q9Y320 Q9NUU6 Q8NBQ5 O95562 Q5JXX7 Q9H6H4 Q9H1P3 Q8TCD1"
3096,11,0.3015,16.58,173.6,0.07815,0.999969,"Q96JM4 Q9UNE0 Q8TCQ1 P15260 P23458 O14763 P17181 P22455 Q13873 P27037 Q04771"
3097,4,0.3072,1.843,56.24,0.02789,0.903035,"P62993 Q9BYN7 Q9UJM3 P08922"
3098,5,0.3006,3.006,97.42,0.02722,0.952654,"P40855 P00395 Q7LGA3 Q8NBZ7 Q7Z412"
3099,10,0.3072,13.83,280.7,0.04395,0.955513,"P63167 Q96FJ2 O14867 O75330 O96015 Q9H4H8 Q9P2F5 O43313 O60412 Q9P260"
3100,11,0.3049,16.77,279.1,0.05276,0.961882,"P63167 Q96FJ2 O14867 O75330 Q9H4H8 O14576 O43237 Q9P2F5 O43313 Q9P260 Q6NY19"
3101,9,0.3156,11.36,190.3,0.05173,0.968155,"Q96FJ2 O14867 O75330 Q9H4H8 P48729 O43313 Q9P260 Q86SH2 Q8N752"
3102,9,0.3138,11.30,190.4,0.05143,0.968155,"Q96FJ2 O14867 O75330 Q9H4H8 P48729 O43313 Q9P260 Q9UPA5 Q8N752"
3103,4,0.3527,2.116,23.94,0.06214,0.843839,"Q96MA6 Q9C005 Q96IM9 Q7Z4T9"
3104,5,0.3077,3.077,46.48,0.05167,0.894962,"Q8TDV0 Q86WB7 Q96ND0 Q08708 Q86TL2"
3105,10,0.3006,13.53,198.2,0.05836,0.846346,"Q96IF1 Q9H609 Q15654 Q9UK96 Q9UGP4 Q86VV4 Q9H0D2 Q9HBF4 A6NIX2 P10997"
3106,5,0.3235,3.235,67.27,0.04019,0.928164,"P61586 Q9UBT6 Q15819 Q9UMS6 Q9Y4F9"
3107,4,0.3260,1.956,11.74,0.09014,0.843839,"Q9NTX5 Q9BRQ8 Q8N129 O15335"
3108,4,0.3219,1.931,95.12,0.01838,0.903035,"Q8NC74 O43639 Q99743 Q5JRC9"
3109,5,0.3086,3.086,56.37,0.04443,0.952654,"O95295 Q676U5 Q9UIL1 Q9C075 Q8IV53"
3110,15,0.3020,31.71,322.1,0.08261,0.998927,"Q8WV44 O95125 Q5T619 Q8TF50 Q9Y2P0 Q96EG3 Q6ZNH5 Q9H707 Q3KQV3 Q96C55 Q9NSD4 Q8WTR7 P58317 Q9HBT8 Q9BZQ2"
3111,4,0.3204,1.922,62.55,0.02652,0.903035,"O75093 O94929 Q6ZNG0 Q8WYK1"
3112,4,0.3581,2.148,31.30,0.05184,0.992931,"O00311 Q8NAP8 Q2TAA8 Q8NFT6"
3113,4,0.3128,1.877,43.33,0.03528,0.903035,"O15499 Q9Y463 Q92539 Q8N1M1"
3114,4,0.3233,1.940,56.10,0.02938,0.150261,"Q12797 Q6UW60 Q8TDV5 P81605"
3115,4,0.3062,1.837,56.21,0.02782,0.150261,"Q12797 Q9HBE4 Q8TDV5 P81605"
3116,4,0.3338,2.003,56.04,0.03033,0.150261,"Q12797 Q8TDV5 P01270 P81605"
3117,4,0.3140,1.884,56.16,0.02853,0.150261,"Q12797 Q8TDV5 P81605 P0DMR2"
3118,4,0.3316,1.989,28.90,0.05115,0.903035,"P32243 Q9UQB9 Q9Y5Y3 O94966"
3119,4,0.3039,1.823,29.07,0.04689,0.903035,"P32243 Q9UQB9 Q8TAA1 O94966"
3120,5,0.3450,3.450,128.8,0.02426,0.851865,"A4D1S0 P62987 O43173 P54762 Q6NUR6"
3121,87,0.3008,1125,7751,0.1244,0.919634,"O95159 Q5VT25 O15400 Q14254 P62330 Q96A22 Q03135 P78310 O75955 P17302 Q8N144 P11279 P13473 Q9UQV4 Q6IAA8 P06239 P07948 P29966 Q16625 P62491 P61019 Q15286 P51151 P62745 O43752 O00559 Q9H2H9 Q01974 Q9UJF2 O95661 P15311 Q8WU20 Q8TAA9 Q8TEW0 O96013 Q7KZI7 P27448 Q16181 Q9Y6R0 O95819 O14654 Q96AC1 Q4KMP7 P49757 Q8IZ21 Q14126 O60716 Q9P2D6 Q86W92 Q9NYI0 Q15678 Q8IYB1 Q8IXS6 P29317 P49257 Q9NNW5 Q01082 Q13480 Q12846 Q86YQ8 Q9Y2G0 Q14156 P55011 Q9Y6M7 Q9H2J7 Q02487 P08195 Q15043 Q01650 Q96QD8 Q9NYM9 P48029 Q8WUY9 Q96J84 Q00587 Q12959 P52799 Q15334 Q8IUW5 Q96TA1 O95490 Q9C0B5 Q9HB21 Q9Y6M5 P09543 Q13794 O94854"
3122,5,0.3255,3.255,97.71,0.02934,0.952654,"Q8N9R8 P83916 Q9H5I1 Q5TGY3 O15054"
3123,4,0.3314,1.988,37.26,0.04209,0.903035,"Q96C24 Q9HAT0 Q9NR56 P0CW23"
3124,4,0.3322,1.993,83.25,0.02138,0.903035,"Q9Y5L0 Q16740 Q8NDH6 Q8WVI7"
3125,4,0.3132,1.879,27.87,0.04977,0.903035,"A8MT33 O95447 Q9BXU9 Q2M3C7"
3126,4,0.3093,1.856,64.53,0.02494,0.843839,"P29972 Q5VWK0 Q9H9V4 Q9HBE5"
3127,7,0.3106,6.522,218.0,0.02734,0.989275,"Q6PEW1 P78317 P63279 Q5T7W0 P55854 Q13158 Q7Z7J5"
3128,3,0.3157,0.9471,7.350,0.06624,0.808633,"Q99801 Q96BI1 Q6Q8B3"
3129,5,0.3025,3.025,11.13,0.1252,0.265435,"Q96B49 Q9H9S3 Q969M1 Q9P0U1 Q8N4H5"
3130,4,0.3558,2.135,38.10,0.04426,0.843839,"P48730 Q6PEV8 Q9H9R9 Q15651"
3131,4,0.3139,1.883,36.51,0.04060,0.992931,"Q6P9H4 P42772 Q9BPZ2 Q9C0H5"
3132,5,0.3045,3.045,87.98,0.03014,0.928164,"Q01974 O43186 Q03060 O95416 Q8N813"
3133,4,0.3039,1.823,67.98,0.02344,0.903035,"O95967 Q9BS34 Q96JK4 Q18PE1"
3134,5,0.3115,3.115,100.9,0.02733,0.928164,"P19784 Q9P1Y6 Q8NFH8 O00562 Q6PII5"
3135,4,0.3665,2.199,24.43,0.06350,0.764757,"Q9P286 Q9H4E5 Q8IW93 O75914"
3136,9,0.3170,11.41,157.3,0.06112,0.933340,"Q99816 Q9NZ09 Q9UK41 Q9GZT8 Q9H9H4 Q96EY5 P23381 Q8NEZ2 Q96JZ2"
3137,6,0.3004,4.505,127.3,0.03132,0.967224,"Q9UL40 O75290 P62979 Q8NCK3 P11245 P61129"
3138,14,0.3060,27.85,183.7,0.1162,0.994615,"Q96MH2 O94992 P42568 Q9UHB7 O60563 P50750 Q03111 Q9H6A0 O00472 Q9HB65 Q96CJ1 P51825 O60583 P51826"
3139,4,0.3314,1.988,24.30,0.05798,0.903035,"O75506 O75385 Q9BSB4 Q8N4F7"
3140,4,0.3095,1.857,19.94,0.06232,0.442617,"Q9H190 Q96BP2 Q6P5R6 P62945"
3141,8,0.3175,8.891,111.6,0.06512,0.979716,"P14174 Q15365 Q14019 Q16658 Q9NRV9 P50238 P34949 P98171"
3142,10,0.3105,13.97,92.99,0.1100,0.995446,"Q96EX3 P63172 Q9Y6G9 Q14204 O14576 Q8IZ41 Q9NP97 P51808 O43237 Q9Y237"
3143,4,0.3038,1.823,18.26,0.06491,0.843839,"Q03112 P07451 Q96A32 Q86W24"
3144,4,0.3453,2.072,111.2,0.01709,0.903035,"Q9H9B4 Q9BU89 Q9NQZ5 Q49B96"
3145,4,0.3004,1.802,111.4,0.01487,0.903035,"Q9H9B4 Q9BU89 Q9NQZ5 Q6P4A7"
3146,4,0.3326,1.995,111.2,0.01646,0.903035,"Q9H9B4 Q9BU89 Q9NQZ5 Q56VL3"
3147,7,0.3129,6.571,125.3,0.04505,0.989275,"Q8WWP7 Q96MV8 Q9Y5Y5 O60831 Q8IX19 Q8IUN9 Q6QNK2"
3148,8,0.3118,8.730,233.3,0.03384,0.994959,"P02792 O60333 Q12798 Q0VDD8 Q12756 O94983 Q96NY9 Q9H8M1"
3149,4,0.3244,1.946,116.2,0.01543,0.903035,"P0CG47 Q86T65 P37058 Q9UKT6"
3150,4,0.3455,2.073,116.0,0.01644,0.903035,"P0CG47 Q86T65 P37058 Q6ZTR5"
3151,4,0.3280,1.968,116.1,0.01560,0.903035,"P0CG47 Q86T65 P37058 O75881"
3152,4,0.3342,2.005,112.5,0.01636,0.843839,"Q9UL42 O15169 Q9NXH3 P17538"
